S_No,Speed_Range,Weight,Dead_Alive,Airbag,Seatbelt,Frontal,Sex,Age_of_Occupant,Year_of_Accident,Vehicle_Year,Airbag_Deploy,Occ_Role,Inj_Severity
5414, 10-24,166.03,alive,Airbag,Yes,FALSE,Female,23,1998,1998,NoDeploy,Driver,0
5415, 10-24,166.03,alive,Airbag,Yes,FALSE,Male,21,1998,1998,NoDeploy,Passenger,0
5416, 10-24,166.03,alive,No Airbag,No,TRUE,Female,53,1998,1985,Unavailable,Driver,2
5417,40-54,166.03,alive,No Airbag,No,FALSE,Male,25,1998,1983,Unavailable,Driver,2
5418,40-54,166.03,alive,No Airbag,No,FALSE,Male,25,1998,1983,Unavailable,Passenger,2
5419, 10-24,458,alive,No Airbag,Yes,TRUE,Male,49,1998,1980,Unavailable,Driver,0
5420,40-54,31.155,alive,No Airbag,No,TRUE,Male,31,1998,1990,Unavailable,Driver,2
5421,40-54,31.155,alive,No Airbag,No,FALSE,Male,50,1998,1991,Unavailable,Driver,3
5422,55+,60.441,alive,No Airbag,Yes,TRUE,Male,25,1998,1990,Unavailable,Driver,3
5423,40-54,60.441,alive,No Airbag,Yes,FALSE,Male,44,1998,1994,Unavailable,Driver,3
5424, 10-24,180.168,alive,No Airbag,Yes,TRUE,Female,18,1998,1985,Unavailable,Driver,1
5425, 10-24,180.168,alive,No Airbag,Yes,TRUE,Male,48,1998,1987,Unavailable,Driver,1
5426, 10-24,180.168,alive,No Airbag,Yes,TRUE,Female,49,1998,1987,Unavailable,Passenger,1
5427,55+,27.482,alive,No Airbag,Yes,TRUE,Female,36,1998,1991,Unavailable,Driver,3
5428,40-54,27.482,alive,No Airbag,No,FALSE,Female,42,1998,1995,Unavailable,Driver,3
5429,25-39,27.482,alive,No Airbag,Yes,TRUE,Male,51,1998,1982,Unavailable,Driver,0
5430,40-54,60.441,alive,No Airbag,No,TRUE,Male,46,1998,1993,Unavailable,Driver,3
5431,40-54,31.155,alive,No Airbag,No,TRUE,Female,60,1998,1988,Unavailable,Driver,3
5432, 10-24,223.84,alive,Airbag,No,TRUE,Male,71,1998,1995,Deploy,Driver,1
5433, 10-24,763.677,alive,Airbag,Yes,FALSE,Female,21,1998,1997,Deploy,Driver,0
5434, 10-24,763.677,alive,No Airbag,Yes,TRUE,Male,19,1998,1993,Unavailable,Driver,0
5435,25-39,139.388,alive,Airbag,Yes,TRUE,Female,41,1998,1998,Deploy,Driver,1
5436,25-39,139.388,alive,No Airbag,Yes,TRUE,Male,36,1998,1991,Unavailable,Driver,0
5437,25-39,330.857,alive,No Airbag,Yes,TRUE,Female,24,1998,1990,Unavailable,Driver,2
5438,25-39,330.857,alive,No Airbag,Yes,TRUE,Male,19,1998,1990,Unavailable,Passenger,1
5439, 10-24,330.857,alive,Airbag,Yes,FALSE,Female,36,1998,1997,Deploy,Driver,1
5440,40-54,330.857,alive,No Airbag,Yes,FALSE,Female,18,1998,1986,Unavailable,Driver,1
5441, 10-24,330.857,alive,Airbag,Yes,TRUE,Male,42,1998,1997,Deploy,Driver,0
5442,55+,107.14,dead,Airbag,No,FALSE,Male,21,1998,1996,Deploy,Driver,4
5443,25-39,32.467,alive,Airbag,No,TRUE,Male,38,1998,1993,Deploy,Driver,0
5444,25-39,130.32,alive,Airbag,Yes,TRUE,Female,51,1998,1997,Deploy,Driver,1
5445, 10-24,1145.585,alive,Airbag,Yes,FALSE,Male,69,1998,1998,NoDeploy,Driver,0
5446, 10-24,1145.585,alive,Airbag,Yes,FALSE,Female,58,1998,1998,NoDeploy,Passenger,0
5447,40-54,31.155,alive,No Airbag,No,TRUE,Male,26,1998,1984,Unavailable,Driver,3
5448,40-54,31.155,alive,No Airbag,No,FALSE,Female,23,1998,1986,Unavailable,Driver,3
5449,40-54,31.155,alive,No Airbag,No,FALSE,Male,25,1998,1986,Unavailable,Passenger,0
5450, 10-24,113.522,alive,No Airbag,Yes,FALSE,Male,26,1998,1984,Unavailable,Driver,1
5451, 10-24,113.522,alive,Airbag,Yes,TRUE,Female,28,1998,1997,Deploy,Driver,1
5452,25-39,269.462,alive,No Airbag,Yes,FALSE,Male,30,1998,1992,Unavailable,Driver,2
5453, 10-24,60.441,alive,Airbag,Yes,TRUE,Female,16,1998,1998,Deploy,Driver,0
5454, 10-24,60.441,alive,Airbag,Yes,TRUE,Male,17,1998,1998,Deploy,Passenger,0
5455, 10-24,60.441,alive,No Airbag,Yes,TRUE,Male,70,1998,1989,Unavailable,Driver,3
5456, 10-24,60.441,alive,No Airbag,Yes,TRUE,Female,68,1998,1989,Unavailable,Passenger,3
5457,25-39,32.467,alive,Airbag,No,FALSE,Male,28,1998,1997,Deploy,Passenger,2
5458,40-54,32.467,alive,No Airbag,Yes,TRUE,Female,33,1998,1993,Unavailable,Driver,2
5459,25-39,32.467,dead,Airbag,No,TRUE,Male,37,1998,1990,Deploy,Driver,4
5460,25-39,27.482,alive,Airbag,No,TRUE,Female,26,1998,1998,Deploy,Driver,3
5461, 10-24,1136.209,alive,No Airbag,Yes,TRUE,Female,40,1998,1987,Unavailable,Driver,2
5462, 10-24,1136.209,alive,No Airbag,No,TRUE,Female,70,1998,1987,Unavailable,Passenger,2
5463, 10-24,1112.058,alive,Airbag,No,FALSE,Male,31,1998,1997,NoDeploy,Driver,1
5464,25-39,18.831,alive,Airbag,Yes,FALSE,Male,22,1998,1997,Deploy,Driver,2
5465,25-39,18.831,alive,Airbag,No,FALSE,Female,17,1998,1997,Deploy,Passenger,3
5466,25-39,26.769,alive,No Airbag,Yes,TRUE,Male,88,1998,1990,Unavailable,Driver,3
5467,25-39,26.769,alive,No Airbag,Yes,TRUE,Male,19,1998,1994,Unavailable,Driver,0
5468,25-39,26.769,alive,No Airbag,Yes,TRUE,Female,18,1998,1994,Unavailable,Passenger,3
5469, 10-24,570.641,alive,No Airbag,No,TRUE,Female,26,1998,1994,Unavailable,Driver,0
5470,25-39,127.54,alive,Airbag,Yes,TRUE,Male,44,1998,1997,Deploy,Driver,0
5471,25-39,127.54,alive,No Airbag,Yes,FALSE,Female,46,1998,1989,Unavailable,Driver,1
5472,25-39,127.54,alive,No Airbag,Yes,FALSE,Female,21,1998,1989,Unavailable,Passenger,1
5473,25-39,302.735,alive,No Airbag,No,FALSE,Male,18,1998,1979,Unavailable,Driver,2
5474,25-39,302.735,alive,No Airbag,No,FALSE,Female,18,1998,1979,Unavailable,Passenger,1
5475, 10-24,302.735,alive,No Airbag,No,FALSE,Female,25,1998,1989,Unavailable,Driver,2
5476,40-54,102.813,alive,No Airbag,No,TRUE,Male,37,1998,1990,Unavailable,Driver,3
5477,25-39,102.813,alive,Airbag,Yes,FALSE,Female,39,1998,1998,NoDeploy,Driver,3
5478,25-39,112.094,alive,No Airbag,No,FALSE,Male,24,1998,1978,Unavailable,Driver,0
5479,25-39,266.072,alive,No Airbag,No,TRUE,Male,19,1998,1978,Unavailable,Driver,2
5480,25-39,733.97,alive,No Airbag,Yes,FALSE,Male,43,1998,1986,Unavailable,Driver,0
5481, 10-24,60.441,alive,No Airbag,Yes,TRUE,Male,16,1998,1991,Unavailable,Driver,0
5482, 10-24,60.441,alive,No Airbag,Yes,TRUE,Female,16,1998,1991,Unavailable,Passenger,3
5483, 10-24,60.441,alive,No Airbag,No,FALSE,Female,17,1998,1989,Unavailable,Driver,1
5484, 10-24,60.441,alive,No Airbag,No,FALSE,Female,16,1998,1989,Unavailable,Passenger,2
5485,55+,41.069,dead,No Airbag,No,FALSE,Male,20,1998,1989,Unavailable,Driver,4
5486,40-54,707.974,alive,Airbag,Yes,TRUE,Female,55,1998,1997,Deploy,Driver,2
5487,25-39,18.122,alive,No Airbag,No,TRUE,Male,51,1998,1988,Unavailable,Driver,2
5488,25-39,18.122,alive,No Airbag,No,TRUE,Male,39,1998,1988,Unavailable,Passenger,3
5489,40-54,18.122,alive,No Airbag,Yes,FALSE,Male,21,1998,1989,Unavailable,Driver,3
5490,40-54,18.122,alive,No Airbag,Yes,FALSE,Female,19,1998,1989,Unavailable,Passenger,2
5491,40-54,31.155,alive,No Airbag,Yes,TRUE,Male,25,1998,1983,Unavailable,Driver,1
5492,40-54,31.155,alive,No Airbag,No,FALSE,Male,72,1998,1989,Unavailable,Driver,3
5493,55+,147.876,alive,Airbag,Yes,TRUE,Male,52,1998,1993,Deploy,Driver,0
5494,55+,147.876,alive,No Airbag,Yes,FALSE,Female,25,1998,1994,Unavailable,Driver,3
5495, 10-24,1142.758,alive,No Airbag,Yes,FALSE,Female,29,1998,1987,Unavailable,Driver,1
5496, 10-24,102.813,alive,No Airbag,Yes,TRUE,Female,73,1998,1990,Unavailable,Driver,3
5497, 10-24,102.813,alive,No Airbag,Yes,TRUE,Female,25,1998,1990,Unavailable,Driver,1
5498, 10-24,102.813,alive,No Airbag,Yes,TRUE,Male,25,1998,1990,Unavailable,Passenger,0
5499, 10-24,109.6,alive,Airbag,Yes,TRUE,Male,34,1998,1998,NoDeploy,Driver,0
5500, 10-24,109.6,alive,Airbag,Yes,TRUE,Female,32,1998,1998,NoDeploy,Passenger,0
5501, 10-24,109.6,alive,Airbag,Yes,FALSE,Male,39,1998,1998,NoDeploy,Driver,0
5502, 10-24,109.6,alive,Airbag,Yes,FALSE,Female,37,1998,1998,NoDeploy,Passenger,1
5503, 10-24,109.6,alive,Airbag,Yes,FALSE,Female,22,1998,1997,NoDeploy,Driver,1
5504,25-39,109.6,alive,No Airbag,Yes,TRUE,Male,22,1998,1988,Unavailable,Driver,2
5505, 10-24,260.152,alive,Airbag,No,TRUE,Female,87,1998,1994,Deploy,Driver,2
5506,25-39,31.155,alive,No Airbag,Yes,FALSE,Male,30,1998,1985,Unavailable,Driver,1
5507,25-39,31.155,alive,No Airbag,Yes,FALSE,Female,22,1998,1985,Unavailable,Passenger,1
5508, 10-24,31.155,alive,No Airbag,Yes,TRUE,Female,34,1998,1985,Unavailable,Driver,3
5509, 10-24,31.155,alive,No Airbag,No,FALSE,Male,38,1998,1987,Unavailable,Driver,3
5510, 10-24,31.155,alive,No Airbag,No,FALSE,Male,28,1998,1987,Unavailable,Passenger,0
5511,25-39,31.155,alive,No Airbag,No,TRUE,Female,43,1998,1987,Unavailable,Driver,3
5512,25-39,31.155,alive,No Airbag,No,TRUE,Male,38,1998,1987,Unavailable,Passenger,2
5513,25-39,31.155,alive,No Airbag,Yes,FALSE,Male,55,1998,1985,Unavailable,Driver,2
5514,25-39,28.44,alive,No Airbag,Yes,TRUE,Male,18,1998,1987,Unavailable,Driver,1
5515,25-39,28.44,alive,Airbag,Yes,FALSE,Female,55,1998,1996,Deploy,Driver,3
5516,55+,1744.087,alive,No Airbag,Yes,FALSE,Female,18,1998,1984,Unavailable,Driver,1
5517,40-54,1744.087,alive,No Airbag,No,TRUE,Male,23,1998,1981,Unavailable,Driver,0
5518,40-54,27.482,alive,Airbag,No,TRUE,Female,39,1998,1997,Deploy,Driver,3
5519, 10-24,31.155,alive,No Airbag,Yes,TRUE,Male,17,1998,1989,Unavailable,Driver,1
5520, 10-24,31.155,alive,No Airbag,Yes,TRUE,Male,18,1998,1989,Unavailable,Passenger,3
5521,40-54,630.992,alive,Airbag,No,TRUE,Male,41,1998,1992,Deploy,Driver,1
5522,40-54,630.992,alive,No Airbag,No,TRUE,Male,40,1998,1992,Unavailable,Passenger,1
5523, 10-24,561.851,alive,Airbag,Yes,TRUE,Male,49,1998,1998,Deploy,Driver,0
5524,25-39,561.851,alive,Airbag,Yes,FALSE,Male,42,1998,1998,Deploy,Driver,1
5525,25-39,561.851,alive,Airbag,Yes,FALSE,Male,47,1998,1998,Deploy,Passenger,1
5526,25-39,1333.635,alive,Airbag,Yes,TRUE,Female,43,1998,1991,Deploy,Driver,1
5527, 1-9,179.954,alive,Airbag,Yes,FALSE,Male,74,1998,1998,NoDeploy,Driver,0
5528, 1-9,179.954,alive,Airbag,Yes,FALSE,Female,58,1998,1998,NoDeploy,Passenger,3
5529,25-39,613.95,alive,No Airbag,Yes,TRUE,Male,47,1998,1991,Unavailable,Driver,0
5530,25-39,613.95,alive,Airbag,Yes,FALSE,Female,47,1998,1998,NoDeploy,Driver,0
5531,25-39,613.95,alive,Airbag,Yes,FALSE,Female,30,1998,1998,NoDeploy,Passenger,0
5532, 10-24,613.95,alive,Airbag,Yes,TRUE,Male,24,1998,1996,Deploy,Driver,0
5533, 10-24,613.95,alive,Airbag,Yes,FALSE,Female,46,1998,1992,Deploy,Driver,0
5534,40-54,62.985,dead,Airbag,No,TRUE,Male,40,1998,1999,Deploy,Driver,4
5535,25-39,62.985,alive,No Airbag,No,TRUE,Male,45,1998,1990,Unavailable,Driver,3
5536, 10-24,548.543,alive,Airbag,Yes,FALSE,Female,41,1998,1997,NoDeploy,Driver,0
5537, 10-24,548.543,alive,Airbag,Yes,TRUE,Male,32,1998,1995,NoDeploy,Driver,0
5538,25-39,31.155,alive,No Airbag,Yes,TRUE,Male,25,1998,1987,Unavailable,Driver,3
5539,40-54,211.732,alive,No Airbag,No,TRUE,Female,43,1998,1985,Unavailable,Driver,1
5540,55+,32.467,dead,Airbag,No,FALSE,Female,25,1998,1998,Deploy,Driver,4
5541,55+,32.467,dead,Airbag,No,FALSE,Female,52,1998,1998,Deploy,Passenger,4
5542,40-54,32.467,alive,No Airbag,No,TRUE,Male,45,1998,1985,Unavailable,Driver,2
5543,25-39,115.566,alive,No Airbag,No,TRUE,Male,31,1998,1986,Unavailable,Driver,2
5544, 10-24,0,alive,Airbag,Yes,TRUE,Female,71,1998,1998,Deploy,Driver,2
5545,40-54,0,alive,Airbag,No,TRUE,Male,23,1998,1998,Deploy,Driver,1
5546, 10-24,0,alive,Airbag,Yes,TRUE,Female,19,1998,1998,Deploy,Driver,1
5547, 10-24,0,alive,Airbag,No,TRUE,Female,45,1998,1998,Deploy,Driver,2
5548, 10-24,0,alive,Airbag,Yes,TRUE,Female,16,1998,1998,Deploy,Driver,0
5549,25-39,0,alive,Airbag,No,TRUE,Male,54,1998,1999,Deploy,Driver,2
5550,25-39,0,alive,Airbag,No,TRUE,Female,48,1998,1999,Deploy,Passenger,2
5551, 10-24,0,alive,Airbag,Yes,TRUE,Male,32,1998,1999,Deploy,Driver,1
5552, 10-24,0,alive,No Airbag,No,FALSE,Female,31,1998,1991,Unavailable,Driver,0
5553, 10-24,0,alive,No Airbag,No,FALSE,Male,44,1998,1991,Unavailable,Passenger,1
5554, 10-24,150.942,alive,Airbag,Yes,FALSE,Male,50,1998,1994,NoDeploy,Driver,0
5555, 10-24,150.942,alive,Airbag,Yes,FALSE,Female,16,1998,1995,NoDeploy,Driver,3
5556,25-39,1160.762,alive,Airbag,Yes,TRUE,Female,50,1998,1994,Deploy,Driver,2
5557, 10-24,86.986,alive,No Airbag,No,TRUE,Male,24,1998,1985,Unavailable,Driver,3
5558, 10-24,86.986,alive,No Airbag,No,TRUE,Female,23,1998,1985,Unavailable,Passenger,3
5559, 10-24,218.083,alive,Airbag,Yes,TRUE,Male,39,1998,1994,Deploy,Driver,2
5560, 10-24,218.083,alive,Airbag,Yes,TRUE,Male,34,1998,1994,Deploy,Passenger,1
5561, 10-24,218.083,alive,No Airbag,Yes,TRUE,Male,55,1998,1989,Unavailable,Driver,0
5562, 10-24,218.083,alive,No Airbag,Yes,TRUE,Female,59,1998,1989,Unavailable,Passenger,1
5563,25-39,86.986,alive,No Airbag,No,TRUE,Male,21,1998,1992,Unavailable,Driver,3
5564,25-39,86.986,alive,No Airbag,Yes,TRUE,Male,17,1998,1992,Unavailable,Passenger,0
5565,55+,158.685,alive,No Airbag,Yes,TRUE,Male,69,1998,1985,Unavailable,Driver,1
5566,55+,158.685,alive,Airbag,Yes,FALSE,Female,29,1998,1997,NoDeploy,Driver,1
5567,25-39,158.685,alive,Airbag,Yes,FALSE,Female,42,1998,1995,NoDeploy,Driver,1
5568,25-39,158.685,alive,No Airbag,Yes,TRUE,Male,42,1998,1989,Unavailable,Driver,2
5569,25-39,520.584,alive,No Airbag,Yes,FALSE,Male,24,1998,1984,Unavailable,Driver,0
5570,25-39,520.584,alive,No Airbag,Yes,TRUE,Male,45,1998,1992,Unavailable,Driver,1
5571, 10-24,622.193,alive,Airbag,Yes,FALSE,Female,30,1998,1995,NoDeploy,Driver,0
5572, 10-24,935.853,alive,No Airbag,Yes,TRUE,Female,67,1998,1990,Unavailable,Driver,1
5573,25-39,935.853,alive,No Airbag,Yes,TRUE,Female,18,1998,1987,Unavailable,Driver,0
5574,25-39,86.986,alive,No Airbag,Yes,FALSE,Male,40,1998,1986,Unavailable,Driver,2
5575, 10-24,86.986,alive,No Airbag,No,TRUE,Female,44,1998,1987,Unavailable,Driver,0
5576, 1-9,86.986,alive,No Airbag,Yes,FALSE,Female,70,1998,1992,Unavailable,Driver,0
5577, 10-24,86.986,alive,Airbag,Yes,TRUE,Female,34,1998,1995,Deploy,Driver,3
5578, 1-9,86.986,alive,Airbag,Yes,FALSE,Male,57,1998,1994,NoDeploy,Driver,3
5579, 10-24,605.377,alive,Airbag,Yes,TRUE,Female,63,1998,1996,NoDeploy,Driver,0
5580, 1-9,605.377,alive,No Airbag,Yes,FALSE,Female,18,1998,1986,Unavailable,Driver,0
5581, 1-9,605.377,alive,No Airbag,Yes,FALSE,Male,16,1998,1986,Unavailable,Passenger,0
5582, 10-24,86.986,alive,Airbag,Yes,FALSE,Female,27,1998,1992,Deploy,Driver,0
5583, 10-24,86.986,alive,No Airbag,Yes,TRUE,Female,26,1998,1990,Unavailable,Driver,3
5584, 10-24,404.508,alive,No Airbag,Yes,TRUE,Male,18,1998,1987,Unavailable,Driver,2
5585, 1-9,483.461,alive,Airbag,Yes,TRUE,Male,49,1998,1997,NoDeploy,Driver,0
5586, 10-24,727.183,alive,No Airbag,Yes,TRUE,Male,39,1998,1993,Unavailable,Driver,0
5587,25-39,727.183,alive,Airbag,No,TRUE,Female,34,1998,1992,Deploy,Driver,0
5588, 1-9,86.986,alive,No Airbag,Yes,FALSE,Female,39,1998,1988,Unavailable,Driver,2
5589, 1-9,86.986,alive,No Airbag,Yes,FALSE,Female,36,1998,1988,Unavailable,Passenger,3
5590, 1-9,86.986,alive,No Airbag,Yes,TRUE,Female,31,1998,1992,Unavailable,Driver,3
5591, 1-9,79.343,alive,Airbag,Yes,FALSE,Male,23,1998,1995,NoDeploy,Driver,1
5592, 10-24,260.292,alive,No Airbag,No,TRUE,Female,59,1998,1986,Unavailable,Driver,1
5593, 10-24,260.292,alive,No Airbag,Yes,TRUE,Male,50,1998,1984,Unavailable,Driver,0
5594, 10-24,467.926,alive,No Airbag,No,TRUE,Male,23,1998,1989,Unavailable,Driver,2
5595, 10-24,467.926,alive,No Airbag,Yes,TRUE,Female,17,1998,1989,Unavailable,Driver,0
5596, 10-24,467.926,alive,Airbag,Yes,FALSE,Male,42,1998,1996,Deploy,Driver,1
5597, 10-24,81.517,dead,No Airbag,No,FALSE,Male,40,1998,1986,Unavailable,Driver,4
5598, 10-24,86.986,alive,Airbag,Yes,TRUE,Male,31,1998,1995,Deploy,Driver,1
5599, 10-24,86.986,alive,No Airbag,Yes,FALSE,Female,40,1998,1982,Unavailable,Driver,3
5600,40-54,86.986,alive,No Airbag,Yes,TRUE,Male,44,1998,1992,Unavailable,Driver,3
5601, 10-24,410.37,alive,No Airbag,Yes,TRUE,Male,20,1998,1981,Unavailable,Driver,2
5602, 1-9,737.722,alive,No Airbag,Yes,TRUE,Female,37,1998,1979,Unavailable,Driver,0
5603, 10-24,737.722,alive,No Airbag,Yes,FALSE,Male,49,1998,1991,Unavailable,Driver,0
5604,25-39,737.722,alive,No Airbag,Yes,TRUE,Male,21,1998,1983,Unavailable,Driver,0
5605,25-39,86.624,alive,No Airbag,Yes,TRUE,Male,19,1998,1993,Unavailable,Driver,1
5606,25-39,86.624,alive,Airbag,No,FALSE,Female,61,1998,1995,Deploy,Driver,3
5607,25-39,86.624,alive,No Airbag,Yes,FALSE,Female,65,1998,1995,Unavailable,Passenger,3
5608, 10-24,247.981,alive,No Airbag,Yes,TRUE,Male,81,1998,1990,Unavailable,Driver,1
5609, 10-24,247.981,alive,No Airbag,No,TRUE,Female,80,1998,1990,Unavailable,Passenger,1
5610, 10-24,247.981,alive,Airbag,No,FALSE,Female,24,1998,1998,NoDeploy,Driver,0
5611, 10-24,316.167,alive,No Airbag,Yes,FALSE,Female,71,1998,1982,Unavailable,Driver,0
5612,25-39,81.517,alive,Airbag,Yes,TRUE,Female,42,1998,1995,Deploy,Driver,3
5613,25-39,81.517,alive,Airbag,No,TRUE,Female,35,1998,1995,Deploy,Passenger,2
5614, 10-24,81.517,dead,No Airbag,No,FALSE,Male,37,1998,1984,Unavailable,Driver,4
5615,25-39,81.517,dead,No Airbag,No,FALSE,Female,61,1998,1985,Unavailable,Driver,4
5616,25-39,105.253,alive,Airbag,Yes,TRUE,Female,57,1998,1991,Deploy,Driver,3
5617, 10-24,105.253,alive,No Airbag,Yes,TRUE,Female,16,1998,1990,Unavailable,Driver,0
5618, 10-24,105.253,alive,No Airbag,No,TRUE,Male,37,1998,1987,Unavailable,Driver,3
5619, 10-24,105.253,alive,No Airbag,Yes,TRUE,Male,52,1998,1995,Unavailable,Driver,1
5620, 10-24,105.253,alive,Airbag,Yes,FALSE,Female,61,1998,1994,NoDeploy,Driver,1
5621, 10-24,105.253,alive,Airbag,Yes,FALSE,Female,35,1998,1994,NoDeploy,Passenger,3
5622, 10-24,105.253,alive,No Airbag,No,TRUE,Male,26,1998,1986,Unavailable,Passenger,0
5623, 10-24,1271.711,alive,Airbag,Yes,TRUE,Female,40,1998,1995,Deploy,Driver,0
5624, 10-24,1271.711,alive,Airbag,Yes,TRUE,Male,35,1998,1995,Deploy,Passenger,0
5625, 10-24,259.999,alive,No Airbag,No,FALSE,Female,17,1998,1979,Unavailable,Driver,1
5626, 10-24,259.999,alive,No Airbag,No,FALSE,Female,23,1998,1979,Unavailable,Passenger,1
5627, 10-24,259.999,alive,No Airbag,Yes,TRUE,Female,49,1998,1989,Unavailable,Driver,0
5628, 10-24,310.746,alive,No Airbag,Yes,TRUE,Male,27,1998,1991,Unavailable,Driver,0
5629, 10-24,310.746,alive,Airbag,Yes,FALSE,Female,30,1998,1996,NoDeploy,Driver,0
5630, 10-24,467.4,alive,No Airbag,No,TRUE,Male,22,1998,1984,Unavailable,Driver,0
5631, 10-24,467.4,alive,No Airbag,No,TRUE,Male,26,1998,1984,Unavailable,Passenger,0
5632, 1-9,467.4,alive,No Airbag,Yes,TRUE,Male,17,1998,1986,Unavailable,Driver,0
5633,40-54,86.986,alive,No Airbag,Yes,TRUE,Male,17,1998,1979,Unavailable,Driver,3
5634,40-54,86.986,alive,No Airbag,Yes,TRUE,Male,17,1998,1979,Unavailable,Passenger,1
5635, 10-24,316.571,alive,No Airbag,Yes,FALSE,Male,34,1998,1991,Unavailable,Driver,0
5636, 10-24,316.571,alive,No Airbag,Yes,TRUE,Male,44,1998,1989,Unavailable,Driver,1
5637,25-39,316.571,alive,No Airbag,Yes,FALSE,Female,30,1998,1985,Unavailable,Driver,1
5638,25-39,316.571,alive,No Airbag,Yes,FALSE,Female,20,1998,1985,Unavailable,Passenger,1
5639,25-39,316.571,alive,No Airbag,Yes,TRUE,Female,29,1998,1993,Unavailable,Driver,2
5640, 10-24,378.36,alive,Airbag,Yes,TRUE,Female,26,1998,1997,Deploy,Driver,0
5641, 10-24,569.1,alive,Airbag,Yes,TRUE,Female,78,1998,1990,Deploy,Driver,0
5642, 10-24,569.1,alive,No Airbag,Yes,TRUE,Female,33,1998,1989,Unavailable,Driver,0
5643, 1-9,75.054,alive,Airbag,Yes,FALSE,Male,41,1998,1994,NoDeploy,Driver,0
5644, 10-24,75.054,alive,Airbag,No,TRUE,Female,20,1998,1995,Deploy,Driver,2
5645,25-39,168.838,alive,No Airbag,Yes,FALSE,Female,34,1998,1986,Unavailable,Driver,0
5646,25-39,168.838,alive,No Airbag,Yes,TRUE,Male,25,1998,1986,Unavailable,Driver,0
5647,25-39,168.838,alive,No Airbag,No,TRUE,Female,19,1998,1986,Unavailable,Passenger,0
5648, 10-24,168.838,alive,No Airbag,Yes,TRUE,Female,20,1998,1989,Unavailable,Driver,3
5649, 10-24,303.52,alive,No Airbag,Yes,TRUE,Male,21,1998,1985,Unavailable,Driver,0
5650, 10-24,86.986,alive,No Airbag,Yes,TRUE,Male,77,1998,1994,Unavailable,Driver,0
5651, 10-24,86.986,alive,No Airbag,Yes,TRUE,Female,19,1998,1994,Unavailable,Passenger,0
5652, 10-24,86.986,alive,No Airbag,Yes,FALSE,Female,22,1998,1989,Unavailable,Driver,3
5653, 10-24,297.929,alive,No Airbag,Yes,FALSE,Female,35,1998,1989,Unavailable,Driver,0
5654, 10-24,297.929,alive,No Airbag,No,TRUE,Female,27,1998,1993,Unavailable,Driver,0
5655, 10-24,297.929,alive,Airbag,Yes,FALSE,Female,19,1998,1990,NoDeploy,Driver,0
5656, 10-24,297.929,alive,No Airbag,Yes,TRUE,Male,58,1998,1985,Unavailable,Driver,1
5657, 10-24,297.929,alive,No Airbag,No,TRUE,Female,37,1998,1985,Unavailable,Passenger,1
5658,25-39,356.079,alive,Airbag,Yes,FALSE,Male,41,1998,1992,NoDeploy,Driver,0
5659,25-39,356.079,alive,Airbag,Yes,TRUE,Male,41,1998,1996,Deploy,Driver,0
5660, 10-24,535.586,alive,No Airbag,Yes,TRUE,Female,21,1998,1992,Unavailable,Driver,0
5661, 1-9,535.586,alive,No Airbag,Yes,TRUE,Male,16,1998,1991,Unavailable,Driver,2
5662, 1-9,535.586,alive,No Airbag,No,TRUE,Male,16,1998,1991,Unavailable,Passenger,2
5663,25-39,86.986,alive,No Airbag,No,TRUE,Female,23,1998,1989,Unavailable,Driver,3
5664,25-39,86.986,alive,No Airbag,Yes,TRUE,Male,35,1998,1972,Unavailable,Driver,3
5665, 10-24,232.152,alive,Airbag,Yes,TRUE,Female,18,1998,1997,NoDeploy,Driver,0
5666, 1-9,232.152,alive,No Airbag,Yes,FALSE,Male,57,1998,1985,Unavailable,Driver,2
5667, 10-24,277.464,alive,No Airbag,Yes,FALSE,Male,32,1998,1991,Unavailable,Driver,1
5668, 10-24,277.464,alive,Airbag,Yes,TRUE,Female,25,1998,1995,Deploy,Driver,0
5669, 10-24,417.34,alive,No Airbag,Yes,TRUE,Male,43,1998,1987,Unavailable,Driver,1
5670, 10-24,81.517,alive,No Airbag,No,FALSE,Male,17,1998,1988,Unavailable,Driver,2
5671, 10-24,81.517,dead,No Airbag,Yes,FALSE,Female,22,1998,1988,Unavailable,Passenger,4
5672,25-39,81.517,dead,No Airbag,No,TRUE,Male,31,1998,1988,Unavailable,Driver,4
5673, 10-24,86.986,alive,No Airbag,No,FALSE,Male,17,1998,1989,Unavailable,Driver,3
5674,25-39,86.986,alive,No Airbag,No,TRUE,Male,41,1998,1988,Unavailable,Driver,1
5675,40-54,86.986,alive,No Airbag,Yes,FALSE,Male,21,1998,1990,Unavailable,Driver,3
5676,40-54,86.986,alive,No Airbag,No,FALSE,Male,26,1998,1990,Unavailable,Passenger,3
5677,40-54,81.517,alive,No Airbag,Yes,TRUE,Male,73,1998,1994,Unavailable,Driver,3
5678,25-39,81.517,alive,No Airbag,Yes,FALSE,Male,67,1998,1985,Unavailable,Driver,2
5679,25-39,81.517,dead,No Airbag,No,FALSE,Male,40,1998,1985,Unavailable,Passenger,4
5680,40-54,75.054,alive,Airbag,Yes,TRUE,Male,20,1998,1995,Deploy,Driver,1
5681, 10-24,175.873,alive,No Airbag,Yes,TRUE,Female,16,1998,1990,Unavailable,Driver,1
5682, 10-24,175.873,alive,No Airbag,Yes,FALSE,Male,35,1998,1991,Unavailable,Driver,0
